name,nickname,lat,lon
Riverside Candycane,,52.132141,-106.644615
Riverside Club,,52.11848,-106.679831
Robert H. Freeland Park,,52.079234,-106.632325
Robert Hunter Park,,52.163534,-106.635298
Robert Hunter Park Baseball Diamond,,52.1648,-106.631801
Robert Hunter Park Playground,,52.164479,-106.633968
Robin Smith Memorial Ecoscape,,52.111582,-106.67875
Rock Beach Art,,52.121378,-106.659427
Rock of Ages ,,52.102917,-106.597813
Rod Hamm Memorial Arena,,52.109735,-106.703871
Rodeo Clown,Sports On Tap,52.096967,-106.671481
Rooster Mural,,52.133393,-106.717216
Rose Ballerina,,52.125958,-106.669846
Rosewood Naturalized Area,,52.093332,-106.565079
Rosewood Playground,,52.090844,-106.565224
Rotary Park East,Rotary Park,52.120668,-106.659841
Rotary Park (central),Rotary Park,52.120051,-106.66558
Rotary Park West,Rotary Park,52.120161,-106.668073
Round Prarie Library,Round Prairie Library,52.085285,-106.621129
Royal Canadian Legion 362,,52.101889,-106.606804
Rugby Chapel,,52.129063,-106.637982
Rumley Distinctive Lofts,,52.132217,-106.667121
Running Buffalo,,52.112588,-106.677928
Rush Mural,Sports On Tap,52.09738,-106.671109
Rusty MacDonald Branch Library,,52.168134,-106.63409
Rutherford Rink,,52.131314,-106.628431
Saint Anne's Catholic Parish church,,52.172781,-106.631398
Saints Peter and Paul Ukrainian Catholic Church,,52.118044,-106.641333
Salvation Army Temple,,52.118411,-106.615448
Sandra Schmirler Mural,Sports On Tap,52.097153,-106.671687
Sask Teachers Federation,,52.10079,-106.610332
Saskatchewan Aviation Museum & Learning Centre,,52.167122,-106.676615
Saskatchewan Countryside,,52.13331,-106.661391
Saskatchewan International Raceway,,51.969266,-106.54752
Saskatoon Blades Stairs Mural,,52.18964,-106.679853
Saskatoon Brewery Mural,,52.13706,-106.659116
Saskatoon Bridge Club,,52.102457,-106.606844
Saskatoon Chinese Alliance Church,,52.133795,-106.67045
Saskatoon Community Service Village,,52.132604,-106.655836
Saskatoon Forestry Farm,,52.151182,-106.586565
Saskatoon Forestry Farm Affinity Learning Centre.,,52.157915,-106.58507
Saskatoon Hilltop Football Club,,52.109621,-106.673734
Saskatoon Hilltops Practice Field,,52.109542,-106.674349
Saskatoon Historical Downtown Photo Gallery,,52.127604,-106.667529
Saskatoon Inn Fountain,,52.156074,-106.682356
Saskatoon Islamic Center ,,52.118688,-106.630825
Saskatoon Kinsmen/Henk Ruys Soccer Centre,,52.167367,-106.632414
Saskatoon Mural,,52.115351,-106.611596
Saskatoon Municipal Railway Info Kiosk,,52.130181,-106.663333
Saskatoon Natural Grassland,,52.162692,-106.587185
Saskatoon Natural Grassland North East,,52.164673,-106.58854
Saskatoon Open School Plaque,,52.114675,-106.67629
Saskatoon Sports Hall Of Fame,,52.126983,-106.626871
Saskatoon Sun Skyline Painted Box,,52.133632,-106.663561
Saskatoon Public Library - Dr Freda Ahenakew Branch,,52.126779,-106.686191
Saskatoon Star,,52.128898,-106.665424
Saskatoon Sun Skyline Painted Box,,52.133632,-106.663561
SaskTel Centre,,52.189543,-106.679745
Scott Park (North),Scott Park,52.136885,-106.6919
Scott Park (South),Scott Park,52.133474,-106.691305
Scyap,,52.126295,-106.676893
Seager Wheeler (McEown Park),,52.124112,-106.632703
Sears Park Baseball Diamond 4,,52.121445,-106.727978
Saskatoon Sports Hall Of Fame,,52.126983,-106.626871
SEDCO Centre Plaque,,52.14062,-106.626125
Senator J. Gladstone Park,,52.14657,-106.698366
Shark Slide,,52.128651,-106.746949
Shattered Leg Man,,52.118027,-106.659694
Sherbrooke Community Centre,,52.124067,-106.597325
Sherbrooke Community Playground,,52.122147,-106.597441
Sherbrooke Fountain ,,52.122701,-106.597333
Sherbrooke Metal Sculpture 2,,52.122262,-106.598228
Sherbrooke Shannon's Birds Aviary,,52.12329,-106.596775
Shiny Infinity Sculpture,,52.139325,-106.593971
Shiny Pod,,52.197734,-106.644055
Sidney L Buckwold Park,,52.11998,-106.575308
Sidney L. Buckwold Park Baseball Diamond 2,,52.120813,-106.579911
Sidney L. Buckwold Park Playground,,52.119454,-106.579454
Sikh Temple,,52.151015,-106.574653
Sydney L. Buckwold Park Soccer Field,Sidney L. Buckwold Park Soccer Field,52.119836,-106.58089
Sydney L. Buckwold Park Soccer Field 2,Sidney L. Buckwold Park Soccer Field 2,52.119767,-106.582795
Sydney L. Buckwold Park Soccer Field 3,Sidney L. Buckwold Park Soccer Field 3,52.120798,-106.578142
Sydney L. Buckwold Park Tennis Court,Sidney L. Buckwold Park Tennis Court,52.120655,-106.586028
Sidney L. Buckwold Park West,,52.120743,-106.586714
Sifton Park Paddling Pool,,52.134098,-106.710739
Signsmith Mural,,52.12601,-106.678121
Sika Deer,,52.159586,-106.586621
Silver Wave,,52.130451,-106.660586
Sir Wilfrid Laurier and Diefenbaker,,52.127354,-106.666162
Sitter School of Dance,,52.166553,-106.62618
Smith Block Plaque,,52.118231,-106.656567
Snelgrove Gallery Sculpture,,52.13129,-106.635742
Snowy Wildlife,,52.126585,-106.672794
Soar through the air,,52.155157,-106.730664
Somewhere Else Pub & Grill,,52.0967,-106.655277
Space Needle,,52.125455,-106.665606
Spanish Church of Christ,,52.115211,-106.68728
SPD Station Commemorative Plaque,,52.129506,-106.659516
Spinks Addition,,52.132866,-106.634676
Spiral Slide,,52.118441,-106.633245
Spirit of Service Symbol,,52.111158,-106.677806
Split Stone,,52.126156,-106.672286
"St Andrews College, United Church Of Can.",St Andrews College Building,52.129104,-106.641324
St Thomas More Chapel,,52.1291,-106.636948
St. Andrews College Chapel,,52.129583,-106.642342
St. Andrews Park,,52.118343,-106.690156
St. Anne's Chapel,,52.100754,-106.608862
St. Francis Catholic Church,,52.103696,-106.665806
St. Francis Xavier Catholic Parish,,52.103983,-106.665282
St. Georges Cathedral Church,,52.127375,-106.688573
St. John's Cathedral,,52.129566,-106.655052
St. Joseph Parish Hall,,52.115333,-106.657009
St. Mary's Church,,52.12649,-106.692454
St. Patrick Parish Centre,,52.133275,-106.731883
St. Patrick Park,,52.117009,-106.614726
St. Paul's,,52.127517,-106.658205
St. Thomas More College North Entrance,,52.129841,-106.636588
St. Thomas More Jesus,,52.129141,-106.636255
St. Thomas Wesley Church,,52.126333,-106.681642
St. Volodymyr Chapel,,52.10308,-106.606489
St. Volodymyr Villa,,52.10441,-106.605764
Star Phoenix Drive in Theatre Mural,,52.114627,-106.635159
Star Phoenix Mural I,,52.1277,-106.662829
Start The Show Mural,,52.117992,-106.65569
Station Main Canada Post Office,,52.131785,-106.658858
Stations of the Sun Triptych,,52.117369,-106.654216
Steve Patola Park,,52.125951,-106.688021
Stew Uzelman Pedway,,52.153804,-106.636258
STF Mosaic,,52.101075,-106.609393
Stitched Cube,,52.141131,-106.762137
Stonebridge Amphitheatre,,52.082986,-106.622335
Stonebridge Playground,,52.081248,-106.623484
Stop The Silence,,52.126224,-106.675922
Story Telling Chairs,,52.124103,-106.670532
Strike Three – You're out!,,52.154645,-106.711801
Sturdy Stone Building Mural,,52.128779,-106.660367
Sturdy-Stone Centre,,52.129082,-106.661678
Summer sky,,52.132067,-106.637818
Sun Skull Punisher,,52.132901,-106.637444
Superstore Art Mural,,52.115421,-106.614444
Sustainability in Action,,52.131598,-106.631882
Sutherland Basketball Hoops,,52.142267,-106.601231
Sutherland Curling Club,,52.128797,-106.596414
Sutherland Evangelical Church,,52.131951,-106.601547
Sutherland Park West,,52.141885,-106.601889
Sutherland Sports Field,,52.142063,-106.603329
Swick Park,,52.090766,-106.566
Swick Park South,,52.089678,-106.56322
Swift Fox,,52.157703,-106.583766
Swing Batta Batta Swing,,52.10858,-106.595922
Syncrotron Art Box,,52.128745,-106.638856
T-Rex,,52.131541,-106.634386
T. McClure Gazebo,,52.102583,-106.588965
T.J. Quigley Park,,52.14718,-106.589408
Taco Bell Loves Saskatoon Mural,,52.115351,-106.611596
Tait Playground,,52.108477,-106.585616
Tastebuds Coffee Shop,,52.109232,-106.670587
TCU Place,,52.128974,-106.667881
Terra Cooperative Playground,,52.125966,-106.734726
The American White Pelican Meewasin Sign,,52.140577,-106.63923
The Avenue Building,,52.126411,-106.662971
The Blairmore Ring,,52.169199,-106.690575
The Canada Building,,52.126276,-106.665833
The Caravan,,52.124185,-106.666273
The City of Bridges & Steamboats,,52.122206,-106.655568
The Columbarium,,52.129823,-106.655212
The Coming Spring,,52.121482,-106.675162
The Dome,,52.137969,-106.668119
The Eagle has Landed,,52.202347,-106.646944
The Effects of Nitric Acid Rain on Boreal Forest Soil,,52.137495,-106.631019
The Forgotten Chapel,,52.128644,-106.639679
The Galleria,,52.140535,-106.627642
The Gallery At FMCL,,52.129729,-106.660724
The Gift,,52.193115,-106.619823
The Hammer,,52.123762,-106.670142
The House That Love Built,,52.127575,-106.646233
The Hutchison Building,,52.127867,-106.664048
The Importance of Water,,52.115719,-106.67924
The Lindner Poultry Collection,,52.133067,-106.632883
The Living Skies of Saskatoon,,52.169836,-106.692363
The Palisades Stone Gazebo,,52.153903,-106.718868
The Peace Prayer Pole,,52.120343,-106.664183
The Prairie Garden,,52.132711,-106.630986
The Redeemed Christian Church of God,,52.119715,-106.659235
The seven sacred grandfather teachings,,52.134227,-106.630278
The Struggle,,52.135181,-106.641153
The Wakeling Garden,,52.132118,-106.63874
The Winds of Change Are Upon Us,,52.131314,-106.659959
The Woods Alehouse Mural,,52.129732,-106.663111
The Worm.,,52.14306,-106.65357
Third Ave United Church,,52.131697,-106.66015
Thirsty Scholar,,52.115803,-106.627209
Thornton Metal Flower,,52.104923,-106.668577
Thornton Park South,,52.104553,-106.667906
Three Piece Mural,,52.129031,-106.66327
Three Totems,Aggiornamento,52.132951,-106.637751
Tiny park,,52.10998,-106.61213
Tipi Wolf,,52.057432,-106.600739
Tommy Douglas,,52.128026,-106.660578
Toon Town Tavern,,52.127785,-106.724869
Tractor Man Mural,,52.133404,-106.717838
Traditions - Electric Box,,52.133,-106.659721
Trans Canada Trail Pavilion,,52.114267,-106.676613
Tree of Knowledge,,52.114024,-106.60658
Trefoil Trails Guide Camp,,51.909138,-106.821064
Tribal Sun Box,,52.11993,-106.657063
Trillium Clubhouse,,52.086314,-106.617431
Two pelicans and four bridges mural,,52.120164,-106.681737
U of S Atlas East,,52.134142,-106.625474
U of S Huskies Mural,,52.128069,-106.629415
Ufondue,,52.114906,-106.655703
Ukrainian Cross ,,52.152408,-106.650345
Ukrainian Museum of Canada,,52.130719,-106.653238
Umea Park Baseball Diamond #1,,52.166736,-106.633501
Umea Park Baseball Diamond #2,,52.166606,-106.631938
Umea Park Baseball Diamond #3,,52.165983,-106.632378
Umea Park Soccer Field #4,,52.16679,-106.629351
Umea Park Soccer Field #5,,52.167928,-106.63043
Umea Park Soccer Field #6,,52.166293,-106.63137
Umea Vast Baseball diamond #1,,52.170286,-106.641782
Umea Vast Baseball diamond #2,,52.170454,-106.639948
Umea Vast Baseball diamond #3,,52.169713,-106.638455
Umea Vast Baseball diamond #4,,52.170107,-106.6374
Uncaged Birds,,52.129518,-106.664014
Unconditional Love,,52.125712,-106.661137
Underbridge Tenticles,,52.121072,-106.658263
Undulating Wings,,52.134714,-106.669604
Unfurled,Bridge Art Sculpture,52.131752,-106.65171
Unitarian Congregation,,52.109273,-106.666826
University Of Saskatchewan Campus Directory North,,52.139005,-106.624816
University of Saskatchewan Huskie,Duke the Huskie,52.127829,-106.631067
University of Saskatchewan Map,,52.129516,-106.628253
Untitled 1995 By - Peter Nicholus Hide,,52.13537,-106.648703
Untitled Works,,52.134796,-106.636978
Urban off-leash Dog Park,,52.140806,-106.679026
"USask 50 Years Agricultural Service Recognition, 1959",,52.131664,-106.632189
USASK Baseball Diamond #10,,52.136515,-106.637462
USASK Baseball Diamond #11,,52.137639,-106.637177
USASK Baseball Diamond #9,,52.135974,-106.637502
USASK Soccer Field #10,,52.136569,-106.636735
USASK Soccer Field #11,,52.137506,-106.636247
USASK Soccer Field #9,,52.135547,-106.638275
Usask WW1 Memorial Gates,,52.129343,-106.642916
USask WWII Memorial ,,52.129717,-106.63521
Vaccine And Infectious Disease Organization,,52.137007,-106.626363
Venerable Martyrs,,52.126877,-106.689018
Veterans Centre,,52.133268,-106.663783
Veterinary Library,,52.134063,-106.629684
VetMed Skeleton Gallery,,52.133924,-106.630321
Victoria Avenue Tennis Courts,,52.120638,-106.662066
Victoria Park,,52.120022,-106.679844
Victoria Park Boathouse,,52.117748,-106.678599
Vincent Massey Award,,52.127055,-106.66742
W.E. Graham Park,,52.119652,-106.654468
W.J.L Harvey Park Baseball Diamond #3,,52.181746,-106.622709
W.J.L Harvey Park Baseball Diamond #4,,52.18153,-106.623069
W.J.L Harvey Park Outdoor Gym,,52.180717,-106.624594
W.J.L Harvey Park playground,,52.176684,-106.622968
Walking Stones,Plinth Park,52.126216,-106.601492
Wallace Soccer Field,,52.149088,-106.563333
Wallace Water Park,,52.147282,-106.560175
Water Castle,,52.122621,-106.670659
Water Colors,,52.13116,-106.660599
Water Wheel House Sculpture,,52.114117,-106.611125
Waves Skull.,,52.143404,-106.653138
We Love Nature,,52.099913,-106.559405
Weaver Park,,52.100392,-106.658332
Weaver Park Playground,,52.102039,-106.658823
Welcome to Westview,,52.144054,-106.705488
Western Peace Wall,,52.119681,-106.656486
Western Tract mission,,52.143746,-106.675249
Western Wheeled Scraper,,52.096969,-106.673039
Westmount Nw Entrance,,52.133253,-106.687172
Westmount Park Paddling Pool,,52.132042,-106.687031
Westside Pentecostal Church,,52.125864,-106.733233
Wet Paint Pottery,,52.137568,-106.661007
What a Fishy Portal,,52.133549,-106.718422
What's Up with your Face?,,52.127076,-106.673749
White Buffalo Mural,,52.126472,-106.679203
Wide Open Spaces,,52.126896,-106.680925
Wiggins Park,,52.108836,-106.637095
Wild Horses,,52.127947,-106.683316
Wildwood Gazebo,,52.107833,-106.576109
Wildwood Golf Course,,52.114558,-106.582979
Wildwood park baseball daimond 1,,52.109136,-106.59343
Wildwood park baseball daimond 2,,52.108566,-106.593308
Wildwood Park Baseball Diamond 3,,52.107925,-106.594003
Wildwood Park Beach Volleyball,,52.107564,-106.595068
Wildwood Park East,,52.10828,-106.591101
Wildwood Park Paddling Pool,,52.108229,-106.592515
Wildwood Park Playground,,52.107907,-106.591979
Wildwood Park Soccer Field,,52.109553,-106.595394
Wildwood Park Skating Rink,,52.107577,-106.595794
William a Reid Park,,52.120338,-106.72162
William A. Reid Park Playground,,52.117916,-106.721316
Wilson Park,,52.14098,-106.646993
Wilson's Lifestyle Center,,52.132594,-106.55599
WJL Harvey Park (north),North WJL Harvey Park Access,52.182196,-106.628474
WJL Harvey Park East,,52.181519,-106.619799
WW Ashley Park,,52.107456,-106.64885
WWI Memorial Statue,,52.132397,-106.652259
WWII Memorial Fountain,,52.127033,-106.657202
Y Sculpture,,52.129096,-106.668351
Yellow Flower Box,,52.107246,-106.646347
Youth Gate,,52.129631,-106.658918
Zero emission Bus Mural,,52.118586,-106.657695
Zervos Fountain,,52.143614,-106.694783
Zhongsan Ting Pagoda,,52.121811,-106.674286
Zion Evangelical Lutheran Church,,52.124175,-106.662547
Outdoor Gym in the park,,52.12218,-106.672149
Owen R. Mann Park,,52.081444,-106.63067
Pacific Park (east),Pacific Park,52.13334,-106.734784
Pacific Park (south),Pacific Park,52.132394,-106.740794
Pacific Park Diamond #1,,52.134249,-106.734458
Painted Moth,,52.126591,-106.672205
Parc Canada Swingset,,52.139202,-106.731525
